Timestamp,Algorithm,Scenario,Success,PathLength,OptimalityCoefficient,PathDeviation(%),Smoothness,TotalTurnAngle,NodesExpanded,SearchEfficiency,BranchingFactor,MinObstacleDistance,AvgObstacleDistance,MaxCurvature,ExecutionTime(ms)
2025-11-20 13:25:44,AStarPS,narrow_corridors,true,97.0000,1.0000,0.00,0.0000,0.0000,97,1.0000,9.8489,4.0000,4.0000,0.0000,0.06
2025-11-20 13:25:44,ThetaStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.39
2025-11-20 13:25:44,AStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.04
2025-11-20 13:25:44,AStarPS,narrow_corridors,true,97.0000,1.0000,0.00,0.0000,0.0000,97,1.0000,9.8489,4.0000,4.0000,0.0000,0.05
2025-11-20 13:25:44,ThetaStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.31
2025-11-20 13:25:44,AStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.04
2025-11-20 13:25:44,AStarPS,narrow_corridors,true,97.0000,1.0000,0.00,0.0000,0.0000,97,1.0000,9.8489,4.0000,4.0000,0.0000,0.05
2025-11-20 13:25:44,ThetaStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.42
2025-11-20 13:25:44,AStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.05
2025-11-20 13:25:44,AStarPS,narrow_corridors,true,97.0000,1.0000,0.00,0.0000,0.0000,97,1.0000,9.8489,4.0000,4.0000,0.0000,0.06
2025-11-20 13:25:44,ThetaStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.33
2025-11-20 13:25:44,AStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.05
2025-11-20 13:25:44,AStarPS,narrow_corridors,true,97.0000,1.0000,0.00,0.0000,0.0000,97,1.0000,9.8489,4.0000,4.0000,0.0000,0.06
2025-11-20 13:25:44,ThetaStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.32
2025-11-20 13:25:44,AStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.04
2025-11-20 13:25:44,AStarPS,narrow_corridors,true,97.0000,1.0000,0.00,0.0000,0.0000,97,1.0000,9.8489,4.0000,4.0000,0.0000,0.06
2025-11-20 13:25:44,ThetaStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.31
2025-11-20 13:25:44,AStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.04
2025-11-20 13:25:44,AStarPS,narrow_corridors,true,97.0000,1.0000,0.00,0.0000,0.0000,97,1.0000,9.8489,4.0000,4.0000,0.0000,0.05
2025-11-20 13:25:44,ThetaStar,narrow_corridors,true,97.0000,1.0000,0.00,301.5929,301.5929,97,1.0000,1.0478,4.0000,4.0495,0.0000,0.44
